GEO_ID,NAME,S2501_C01_001E,S2501_C01_002EA,S2501_C01_003M,S2501_C01_004MA,S2501_C01_005EA
Geography,Zip code,Total estimate of occupied housing unit,One person,Two people,Three people,Four People
8600000US22660,ZCTA5 22660,826,206,285,129,206
8600000US22663,ZCTA5 22663,589,148,289,52,100
8600000US22664,ZCTA5 22664,3528,980,1405,406,737
8600000US22701,ZCTA5 22701,11877,2826,3533,2000,3518
8600000US22709,ZCTA5 22709,381,69,221,68,23
8600000US22711,ZCTA5 22711,30,21,9,0,0
8600000US22712,ZCTA5 22712,2732,577,814,631,710
8600000US22713,ZCTA5 22713,501,20,231,84,166
8600000US22714,ZCTA5 22714,267,24,64,85,94
8600000US22715,ZCTA5 22715,465,96,164,96,109
8600000US22716,ZCTA5 22716,370,127,124,54,65
8600000US22718,ZCTA5 22718,215,30,60,100,25
8600000US22719,ZCTA5 22719,161,53,59,16,33
8600000US22720,ZCTA5 22720,303,27,148,36,92
8600000US22722,ZCTA5 22722,147,40,32,38,37
8600000US22723,ZCTA5 22723,74,45,20,9,0
8600000US22724,ZCTA5 22724,714,20,323,161,210
8600000US22726,ZCTA5 22726,259,49,129,45,36
8600000US22727,ZCTA5 22727,2165,606,952,293,314
8600000US22728,ZCTA5 22728,1126,273,377,266,210
8600000US22729,ZCTA5 22729,53,10,33,0,10
8600000US22730,ZCTA5 22730,61,0,27,0,34
8600000US22731,ZCTA5 22731,11,0,0,4,7
8600000US22732,ZCTA5 22732,77,0,0,45,32
8600000US22733,ZCTA5 22733,476,87,174,107,108
8600000US22734,ZCTA5 22734,1202,253,417,191,341
8600000US22735,ZCTA5 22735,920,66,250,340,264
8600000US22736,ZCTA5 22736,265,50,28,98,89
8600000US22737,ZCTA5 22737,1101,124,519,99,359
8600000US22738,ZCTA5 22738,483,94,177,31,181
8600000US22740,ZCTA5 22740,545,151,270,66,58
8600000US22741,ZCTA5 22741,59,10,21,14,14
8600000US22742,ZCTA5 22742,616,132,209,66,209
8600000US22743,ZCTA5 22743,91,15,76,0,0
8600000US22747,ZCTA5 22747,521,175,263,42,41
8600000US22749,ZCTA5 22749,114,45,24,34,11
8600000US22801,ZCTA5 22801,13146,3574,4093,1950,3529
8600000US22802,ZCTA5 22802,11207,3191,3831,1595,2590
8600000US22807,ZCTA5 22807,0,0,0,0,0
8600000US22810,ZCTA5 22810,284,36,168,43,37
8600000US22811,ZCTA5 22811,231,37,74,69,51
8600000US22812,ZCTA5 22812,3251,951,1305,468,527
8600000US22815,ZCTA5 22815,3567,821,1343,621,782
8600000US22820,ZCTA5 22820,126,32,71,13,10
8600000US22821,ZCTA5 22821,2091,336,820,342,593
8600000US22824,ZCTA5 22824,2517,581,946,403,587
8600000US22827,ZCTA5 22827,4192,1006,1578,854,754
8600000US22830,ZCTA5 22830,661,138,250,143,130
8600000US22831,ZCTA5 22831,356,15,179,76,86
8600000US22832,ZCTA5 22832,467,153,153,65,96
8600000US22834,ZCTA5 22834,387,82,170,61,74
8600000US22835,ZCTA5 22835,4540,1169,2008,602,761
8600000US22840,ZCTA5 22840,1737,309,793,310,325
8600000US22841,ZCTA5 22841,1124,298,451,183,192
8600000US22842,ZCTA5 22842,2058,611,782,253,412
8600000US22843,ZCTA5 22843,950,174,427,95,254
8600000US22844,ZCTA5 22844,2050,687,783,311,269
8600000US22845,ZCTA5 22845,9,9,0,0,0
8600000US22846,ZCTA5 22846,831,111,312,116,292
8600000US22847,ZCTA5 22847,426,119,197,39,71
8600000US22849,ZCTA5 22849,1953,520,821,275,337
8600000US22850,ZCTA5 22850,372,38,128,49,157
8600000US22851,ZCTA5 22851,2502,520,1085,430,467
8600000US22853,ZCTA5 22853,1675,439,637,274,325
8600000US22901,ZCTA5 22901,14596,4999,5295,1851,2451
8600000US22902,ZCTA5 22902,10151,3217,3853,1570,1511
8600000US22903,ZCTA5 22903,14563,4444,5069,2135,2915
8600000US22904,ZCTA5 22904,46,4,36,4,2
8600000US22911,ZCTA5 22911,7119,2159,2456,1178,1326
8600000US22920,ZCTA5 22920,1668,409,749,274,236
8600000US22922,ZCTA5 22922,863,215,271,115,262
8600000US22923,ZCTA5 22923,1991,463,797,334,397
8600000US22931,ZCTA5 22931,127,34,37,47,9
8600000US22932,ZCTA5 22932,3166,992,824,476,874
8600000US22935,ZCTA5 22935,326,41,146,87,52
8600000US22936,ZCTA5 22936,1933,411,701,348,473
8600000US22937,ZCTA5 22937,694,192,200,86,216
8600000US22938,ZCTA5 22938,647,79,276,202,90
8600000US22939,ZCTA5 22939,2142,399,945,293,505
8600000US22940,ZCTA5 22940,533,127,208,65,133
8600000US22942,ZCTA5 22942,3587,990,1435,489,673
8600000US22943,ZCTA5 22943,115,37,53,9,16
8600000US22946,ZCTA5 22946,87,13,24,35,15
8600000US22947,ZCTA5 22947,1706,351,875,175,305
8600000US22948,ZCTA5 22948,92,38,39,15,0
8600000US22949,ZCTA5 22949,645,271,244,38,92
8600000US22952,ZCTA5 22952,868,121,447,214,86
8600000US22958,ZCTA5 22958,1105,245,753,71,36
8600000US22959,ZCTA5 22959,599,111,274,162,52
8600000US22960,ZCTA5 22960,3881,1002,1459,502,918
8600000US22963,ZCTA5 22963,6227,1416,2792,927,1092
8600000US22964,ZCTA5 22964,77,7,32,3,35
8600000US22967,ZCTA5 22967,777,211,325,47,194
8600000US22968,ZCTA5 22968,3797,657,1585,535,1020
8600000US22969,ZCTA5 22969,403,76,145,22,160
8600000US22971,ZCTA5 22971,618,211,181,68,158
8600000US22972,ZCTA5 22972,173,77,78,0,18
8600000US22973,ZCTA5 22973,2500,694,885,323,598
8600000US22974,ZCTA5 22974,1656,263,666,216,511
8600000US22976,ZCTA5 22976,239,8,51,66,114
8600000US22980,ZCTA5 22980,13197,4161,4638,2061,2337
8600000US22989,ZCTA5 22989,16,16,0,0,0
8600000US23002,ZCTA5 23002,3647,854,1574,599,620
8600000US23004,ZCTA5 23004,382,126,156,67,33
8600000US23005,ZCTA5 23005,6094,1672,2290,911,1221
8600000US23009,ZCTA5 23009,2312,357,829,419,707
8600000US23011,ZCTA5 23011,478,52,229,127,70
8600000US23015,ZCTA5 23015,1593,217,707,256,413
8600000US23021,ZCTA5 23021,79,29,33,17,0
8600000US23022,ZCTA5 23022,461,148,135,71,107
8600000US23023,ZCTA5 23023,181,85,30,9,57
8600000US23024,ZCTA5 23024,3415,738,1423,555,699
8600000US23025,ZCTA5 23025,123,14,85,0,24
8600000US23027,ZCTA5 23027,450,174,202,12,62
8600000US23030,ZCTA5 23030,2009,623,770,364,252
8600000US23032,ZCTA5 23032,141,49,52,40,0
8600000US23035,ZCTA5 23035,416,113,156,38,109
8600000US23038,ZCTA5 23038,742,225,264,149,104
8600000US23039,ZCTA5 23039,441,129,196,76,40
8600000US23040,ZCTA5 23040,1808,429,715,324,340
8600000US23043,ZCTA5 23043,828,240,468,98,22
8600000US23045,ZCTA5 23045,41,22,19,0,0
8600000US23047,ZCTA5 23047,728,105,307,165,151
8600000US23050,ZCTA5 23050,369,25,189,99,56
8600000US23055,ZCTA5 23055,323,51,161,26,85
8600000US23056,ZCTA5 23056,146,0,125,0,21
8600000US23059,ZCTA5 23059,12255,2528,3944,2330,3453
8600000US23060,ZCTA5 23060,13520,3231,4188,2554,3547
8600000US23061,ZCTA5 23061,8118,1780,2915,1655,1768
8600000US23062,ZCTA5 23062,1056,373,304,282,97
8600000US23063,ZCTA5 23063,1458,361,454,299,344
8600000US23064,ZCTA5 23064,116,0,65,40,11
8600000US23065,ZCTA5 23065,783,276,248,116,143
8600000US23066,ZCTA5 23066,95,51,44,0,0
8600000US23068,ZCTA5 23068,138,87,15,36,0
8600000US23069,ZCTA5 23069,1069,222,416,198,233
8600000US23070,ZCTA5 23070,178,65,97,16,0
8600000US23071,ZCTA5 23071,715,198,372,124,21
8600000US23072,ZCTA5 23072,4838,1165,1785,977,911
8600000US23075,ZCTA5 23075,3743,1226,1241,647,629
8600000US23076,ZCTA5 23076,333,52,193,22,66
8600000US23079,ZCTA5 23079,188,31,64,6,87
8600000US23083,ZCTA5 23083,814,132,346,13,323
8600000US23084,ZCTA5 23084,658,149,240,102,167
8600000US23085,ZCTA5 23085,262,26,105,84,47
8600000US23086,ZCTA5 23086,1215,185,548,150,332
8600000US23089,ZCTA5 23089,1867,438,669,415,345
8600000US23091,ZCTA5 23091,73,31,28,0,14
8600000US23092,ZCTA5 23092,300,71,116,99,14
8600000US23093,ZCTA5 23093,5089,1217,2068,667,1137
8600000US23102,ZCTA5 23102,1235,187,364,285,399
8600000US23103,ZCTA5 23103,2012,236,1104,383,289
8600000US23106,ZCTA5 23106,418,115,123,53,127
8600000US23108,ZCTA5 23108,117,56,45,0,16
8600000US23109,ZCTA5 23109,1043,328,463,193,59
8600000US23110,ZCTA5 23110,273,102,91,28,52
8600000US23111,ZCTA5 23111,14376,3007,5575,2652,3142
8600000US23112,ZCTA5 23112,18809,3753,6927,3310,4819
8600000US23113,ZCTA5 23113,9422,1758,3999,1396,2269
8600000US23114,ZCTA5 23114,6864,1777,2034,1172,1881
8600000US23115,ZCTA5 23115,67,13,54,0,0
8600000US23116,ZCTA5 23116,10122,1629,3330,1995,3168
8600000US23117,ZCTA5 23117,3533,784,1564,570,615
8600000US23119,ZCTA5 23119,219,41,159,0,19
8600000US23120,ZCTA5 23120,2656,204,722,586,1144
8600000US23123,ZCTA5 23123,720,147,325,98,150
8600000US23124,ZCTA5 23124,1536,266,582,357,331
8600000US23125,ZCTA5 23125,104,26,53,25,0
8600000US23126,ZCTA5 23126,85,33,34,0,18
8600000US23128,ZCTA5 23128,393,158,106,68,61
8600000US23129,ZCTA5 23129,218,44,38,18,118
8600000US23130,ZCTA5 23130,107,76,0,11,20
8600000US23138,ZCTA5 23138,173,72,54,36,11
8600000US23139,ZCTA5 23139,9160,1624,3670,1619,2247
8600000US23140,ZCTA5 23140,2358,517,877,377,587
8600000US23141,ZCTA5 23141,2455,413,1179,366,497
8600000US23146,ZCTA5 23146,1217,225,607,219,166
8600000US23148,ZCTA5 23148,870,206,405,83,176
8600000US23149,ZCTA5 23149,1161,313,484,184,180
8600000US23150,ZCTA5 23150,4921,1475,1933,694,819
8600000US23153,ZCTA5 23153,558,134,237,101,86
8600000US23156,ZCTA5 23156,585,122,258,55,150
8600000US23160,ZCTA5 23160,0,0,0,0,0
8600000US23161,ZCTA5 23161,75,34,25,8,8
8600000US23163,ZCTA5 23163,72,9,63,0,0
8600000US23168,ZCTA5 23168,2492,543,897,453,599
8600000US23169,ZCTA5 23169,462,125,202,36,99
8600000US23173,ZCTA5 23173,0,0,0,0,0
8600000US23175,ZCTA5 23175,856,384,305,112,55
8600000US23176,ZCTA5 23176,187,65,78,8,36
8600000US23177,ZCTA5 23177,188,56,79,41,12
8600000US23180,ZCTA5 23180,174,44,77,13,40
8600000US23181,ZCTA5 23181,2180,422,812,544,402
8600000US23185,ZCTA5 23185,17662,4878,7065,2501,3218
8600000US23187,ZCTA5 23187,0,0,0,0,0
8600000US23188,ZCTA5 23188,16851,4497,6966,2143,3245
8600000US23192,ZCTA5 23192,2510,296,1165,422,627
8600000US23219,ZCTA5 23219,2384,1797,456,55,76
8600000US23220,ZCTA5 23220,13280,6356,4325,1572,1027
8600000US23221,ZCTA5 23221,7349,3217,2566,864,702
8600000US23222,ZCTA5 23222,9650,3584,2942,1604,1520
8600000US23223,ZCTA5 23223,21109,8761,6240,2893,3215
8600000US23224,ZCTA5 23224,13854,4811,4141,2301,2601
8600000US23225,ZCTA5 23225,18370,7605,6151,2312,2302
8600000US23226,ZCTA5 23226,6919,2197,2789,956,977
8600000US23227,ZCTA5 23227,11756,5134,3544,1717,1361
8600000US23228,ZCTA5 23228,14765,5145,4860,2473,2287
8600000US23229,ZCTA5 23229,12771,2958,4553,1885,3375
8600000US23230,ZCTA5 23230,2868,1396,849,286,337
8600000US23231,ZCTA5 23231,14044,3971,4846,2543,2684
8600000US23233,ZCTA5 23233,12006,3260,3899,2148,2699
8600000US23234,ZCTA5 23234,15485,4425,4961,2560,3539
8600000US23235,ZCTA5 23235,12943,4090,4577,1979,2297
8600000US23236,ZCTA5 23236,9895,2201,3760,1894,2040
8600000US23237,ZCTA5 23237,8126,1945,2712,1617,1852
8600000US23238,ZCTA5 23238,10912,3846,3788,1271,2007
8600000US23250,ZCTA5 23250,0,0,0,0,0
8600000US23294,ZCTA5 23294,7447,2584,2376,1369,1118
8600000US23301,ZCTA5 23301,546,152,278,19,97
8600000US23302,ZCTA5 23302,71,0,16,19,36
8600000US23303,ZCTA5 23303,451,116,228,78,29
8600000US23304,ZCTA5 23304,18,0,18,0,0
8600000US23306,ZCTA5 23306,423,85,145,118,75
8600000US23307,ZCTA5 23307,208,54,114,0,40
8600000US23308,ZCTA5 23308,803,192,364,125,122
8600000US23310,ZCTA5 23310,1919,613,643,368,295
8600000US23313,ZCTA5 23313,52,29,23,0,0
8600000US23314,ZCTA5 23314,3105,740,1121,591,653
8600000US23315,ZCTA5 23315,572,196,204,74,98
8600000US23316,ZCTA5 23316,156,30,83,10,33
8600000US23320,ZCTA5 23320,22085,6347,7603,4074,4061
8600000US23321,ZCTA5 23321,12556,2579,3936,2729,3312
8600000US23322,ZCTA5 23322,20037,2912,6881,4181,6063
8600000US23323,ZCTA5 23323,13164,1882,4339,2829,4114
8600000US23324,ZCTA5 23324,8715,2302,2642,1707,2064
8600000US23325,ZCTA5 23325,6517,1597,2052,1481,1387
8600000US23336,ZCTA5 23336,1423,446,678,128,171
8600000US23337,ZCTA5 23337,208,59,61,28,60
8600000US23347,ZCTA5 23347,265,72,125,39,29
8600000US23350,ZCTA5 23350,1521,510,560,278,173
8600000US23354,ZCTA5 23354,135,42,86,0,7
8600000US23356,ZCTA5 23356,581,87,307,86,101
8600000US23357,ZCTA5 23357,358,88,118,113,39
8600000US23358,ZCTA5 23358,32,0,32,0,0
8600000US23359,ZCTA5 23359,321,64,87,67,103
8600000US23389,ZCTA5 23389,125,0,51,18,56
8600000US23395,ZCTA5 23395,173,10,118,0,45
8600000US23398,ZCTA5 23398,31,11,7,13,0
8600000US23401,ZCTA5 23401,137,29,28,52,28
8600000US23405,ZCTA5 23405,403,106,212,61,24
8600000US23407,ZCTA5 23407,218,53,52,76,37
8600000US23408,ZCTA5 23408,28,8,0,20,0
8600000US23409,ZCTA5 23409,40,7,15,13,5
8600000US23410,ZCTA5 23410,820,223,350,102,145
8600000US23413,ZCTA5 23413,404,125,96,78,105
8600000US23414,ZCTA5 23414,42,14,28,0,0
8600000US23415,ZCTA5 23415,625,228,192,53,152
8600000US23416,ZCTA5 23416,176,131,8,19,18
8600000US23417,ZCTA5 23417,1501,510,688,196,107
8600000US23418,ZCTA5 23418,429,134,156,79,60
8600000US23420,ZCTA5 23420,1162,249,390,256,267
8600000US23421,ZCTA5 23421,1559,519,585,154,301
8600000US23422,ZCTA5 23422,72,36,20,0,16
8600000US23423,ZCTA5 23423,162,48,90,8,16
8600000US23426,ZCTA5 23426,49,0,36,13,0
8600000US23427,ZCTA5 23427,115,44,46,16,9
8600000US23430,ZCTA5 23430,6916,1439,2893,1327,1257
8600000US23432,ZCTA5 23432,601,162,247,97,95
8600000US23433,ZCTA5 23433,546,140,301,74,31
8600000US23434,ZCTA5 23434,18016,4077,6064,3355,4520
8600000US23435,ZCTA5 23435,10472,2196,3459,1675,3142
8600000US23436,ZCTA5 23436,352,65,171,29,87
8600000US23437,ZCTA5 23437,1696,525,536,292,343
8600000US23438,ZCTA5 23438,620,98,241,152,129
8600000US23440,ZCTA5 23440,193,38,88,51,16
8600000US23441,ZCTA5 23441,43,15,11,0,17
8600000US23442,ZCTA5 23442,397,121,142,113,21
8600000US23451,ZCTA5 23451,20219,7314,7171,2919,2815
8600000US23452,ZCTA5 23452,22616,5186,7767,4077,5586
8600000US23453,ZCTA5 23453,12115,2008,3705,2463,3939
8600000US23454,ZCTA5 23454,22184,5194,7839,4370,4781
8600000US23455,ZCTA5 23455,19690,5359,7195,3516,3620
8600000US23456,ZCTA5 23456,17379,2365,5419,3632,5963
8600000US23457,ZCTA5 23457,1615,316,658,234,407
8600000US23459,ZCTA5 23459,288,10,24,73,181
8600000US23460,ZCTA5 23460,0,0,0,0,0
8600000US23461,ZCTA5 23461,0,0,0,0,0
8600000US23462,ZCTA5 23462,24594,6975,8010,4261,5348
8600000US23464,ZCTA5 23464,27016,6026,8395,5115,7480
8600000US23480,ZCTA5 23480,174,67,78,26,3
8600000US23486,ZCTA5 23486,55,0,32,23,0
8600000US23487,ZCTA5 23487,2227,532,771,431,493
8600000US23488,ZCTA5 23488,99,5,82,12,0
8600000US23502,ZCTA5 23502,7744,2248,2658,1297,1541
8600000US23503,ZCTA5 23503,13475,4637,4532,2175,2131
8600000US23504,ZCTA5 23504,7663,2592,2249,1402,1420
8600000US23505,ZCTA5 23505,12010,4409,3567,1821,2213
8600000US23507,ZCTA5 23507,3420,1547,1101,425,347
8600000US23508,ZCTA5 23508,5983,1373,1942,1221,1447
8600000US23509,ZCTA5 23509,5021,1358,1654,984,1025
8600000US23510,ZCTA5 23510,3447,1829,1042,270,306
8600000US23511,ZCTA5 23511,134,0,36,22,76
8600000US23513,ZCTA5 23513,11464,3669,3452,1876,2467
8600000US23517,ZCTA5 23517,2374,1225,730,271,148
8600000US23518,ZCTA5 23518,11916,3661,3771,2129,2355
8600000US23523,ZCTA5 23523,2598,551,698,606,743
8600000US23551,ZCTA5 23551,0,0,0,0,0
8600000US23601,ZCTA5 23601,10315,3379,3458,1435,2043
8600000US23602,ZCTA5 23602,15767,4719,5672,2661,2715
8600000US23603,ZCTA5 23603,1295,308,474,261,252
8600000US23604,ZCTA5 23604,717,23,112,116,466
8600000US23605,ZCTA5 23605,5674,2160,1890,837,787
8600000US23606,ZCTA5 23606,11481,3651,4360,1712,1758
8600000US23607,ZCTA5 23607,8612,3389,2136,1466,1621
8600000US23608,ZCTA5 23608,16115,4722,4927,2909,3557
8600000US23651,ZCTA5 23651,218,81,63,29,45
8600000US23661,ZCTA5 23661,5482,2015,1715,889,863
8600000US23662,ZCTA5 23662,4560,1008,1950,655,947
8600000US23663,ZCTA5 23663,4943,1186,1811,1048,898
8600000US23664,ZCTA5 23664,4180,1067,1682,797,634
8600000US23665,ZCTA5 23665,1361,39,186,412,724
8600000US23666,ZCTA5 23666,21563,7787,7231,2952,3593
8600000US23669,ZCTA5 23669,15615,4687,5296,2650,2982
8600000US23690,ZCTA5 23690,1333,378,411,293,251
8600000US23691,ZCTA5 23691,31,0,0,0,31
8600000US23692,ZCTA5 23692,7310,1394,2984,1122,1810
8600000US23693,ZCTA5 23693,8608,1219,3273,1887,2229
8600000US23696,ZCTA5 23696,1381,182,653,276,270
8600000US23701,ZCTA5 23701,9123,2878,3345,1477,1423
8600000US23702,ZCTA5 23702,4307,1529,1027,800,951
8600000US23703,ZCTA5 23703,9795,2680,3192,2102,1821
8600000US23704,ZCTA5 23704,7476,3248,2121,995,1112
8600000US23707,ZCTA5 23707,5915,1820,2029,864,1202
8600000US23708,ZCTA5 23708,0,0,0,0,0
8600000US23709,ZCTA5 23709,0,0,0,0,0
8600000US23801,ZCTA5 23801,1206,96,189,252,669
8600000US23803,ZCTA5 23803,15030,5258,4533,2635,2604
8600000US23805,ZCTA5 23805,7598,2340,2644,1492,1122
8600000US23806,ZCTA5 23806,0,0,0,0,0
8600000US23821,ZCTA5 23821,736,188,281,66,201
8600000US23824,ZCTA5 23824,2486,672,767,403,644
8600000US23827,ZCTA5 23827,638,175,216,59,188
8600000US23828,ZCTA5 23828,95,29,37,3,26
8600000US23829,ZCTA5 23829,458,100,77,75,206
8600000US23830,ZCTA5 23830,372,63,213,28,68
8600000US23831,ZCTA5 23831,13515,3338,4631,2067,3479
8600000US23832,ZCTA5 23832,11684,2168,3882,2534,3100
8600000US23833,ZCTA5 23833,908,204,302,198,204
8600000US23834,ZCTA5 23834,9599,2929,3310,1340,2020
8600000US23836,ZCTA5 23836,4810,1004,1832,793,1181
8600000US23837,ZCTA5 23837,1839,313,762,406,358
8600000US23838,ZCTA5 23838,5721,785,2376,1101,1459
8600000US23839,ZCTA5 23839,284,38,149,34,63
8600000US23840,ZCTA5 23840,973,209,265,165,334
8600000US23841,ZCTA5 23841,1404,342,585,268,209
8600000US23842,ZCTA5 23842,2398,351,1081,458,508
8600000US23843,ZCTA5 23843,299,164,60,45,30
8600000US23844,ZCTA5 23844,250,114,60,11,65
8600000US23845,ZCTA5 23845,180,45,111,24,0
8600000US23846,ZCTA5 23846,398,92,177,52,77
8600000US23847,ZCTA5 23847,4980,1620,1649,748,963
8600000US23850,ZCTA5 23850,456,54,232,78,92
8600000US23851,ZCTA5 23851,5399,1580,1860,1059,900
8600000US23856,ZCTA5 23856,355,127,190,18,20
8600000US23857,ZCTA5 23857,253,85,103,40,25
8600000US23860,ZCTA5 23860,10882,3370,3543,1838,2131
8600000US23866,ZCTA5 23866,923,185,245,222,271
8600000US23867,ZCTA5 23867,897,190,412,199,96
8600000US23868,ZCTA5 23868,2081,656,621,316,488
8600000US23872,ZCTA5 23872,976,370,339,140,127
8600000US23874,ZCTA5 23874,408,121,165,73,49
8600000US23875,ZCTA5 23875,4135,911,1312,1042,870
8600000US23876,ZCTA5 23876,140,35,75,9,21
8600000US23878,ZCTA5 23878,377,77,171,42,87
8600000US23879,ZCTA5 23879,268,46,105,76,41
8600000US23881,ZCTA5 23881,833,276,296,134,127
8600000US23882,ZCTA5 23882,840,209,398,143,90
8600000US23883,ZCTA5 23883,961,161,430,200,170
8600000US23884,ZCTA5 23884,16,16,0,0,0
8600000US23885,ZCTA5 23885,1082,200,397,240,245
8600000US23887,ZCTA5 23887,160,76,49,35,0
8600000US23888,ZCTA5 23888,1073,422,425,122,104
8600000US23889,ZCTA5 23889,287,87,120,55,25
8600000US23890,ZCTA5 23890,1342,368,491,229,254
8600000US23891,ZCTA5 23891,0,0,0,0,0
8600000US23893,ZCTA5 23893,141,57,84,0,0
8600000US23894,ZCTA5 23894,184,24,45,65,50
8600000US23897,ZCTA5 23897,238,77,78,15,68
8600000US23898,ZCTA5 23898,826,198,369,100,159
8600000US23899,ZCTA5 23899,146,39,65,31,11
8600000US23901,ZCTA5 23901,5624,1717,1919,987,1001
8600000US23909,ZCTA5 23909,0,0,0,0,0
8600000US23915,ZCTA5 23915,226,54,84,9,79
8600000US23917,ZCTA5 23917,1176,423,485,151,117
8600000US23919,ZCTA5 23919,1040,328,488,94,130
8600000US23920,ZCTA5 23920,1440,492,455,264,229
8600000US23921,ZCTA5 23921,780,305,276,144,55
8600000US23922,ZCTA5 23922,1059,276,222,297,264
8600000US23923,ZCTA5 23923,1008,379,431,91,107
8600000US23924,ZCTA5 23924,2267,739,796,356,376
8600000US23927,ZCTA5 23927,1705,637,740,157,171
8600000US23930,ZCTA5 23930,2345,826,739,349,431
8600000US23934,ZCTA5 23934,174,24,118,14,18
8600000US23936,ZCTA5 23936,2354,665,709,429,551
8600000US23937,ZCTA5 23937,725,196,312,79,138
8600000US23938,ZCTA5 23938,180,70,76,9,25
8600000US23942,ZCTA5 23942,594,152,273,67,102
8600000US23943,ZCTA5 23943,31,0,31,0,0
8600000US23944,ZCTA5 23944,1402,425,513,159,305
8600000US23947,ZCTA5 23947,1409,369,527,188,325
8600000US23950,ZCTA5 23950,1277,362,396,271,248
8600000US23952,ZCTA5 23952,98,35,63,0,0
8600000US23954,ZCTA5 23954,690,160,184,149,197
8600000US23958,ZCTA5 23958,1224,200,411,239,374
8600000US23959,ZCTA5 23959,461,121,233,50,57
8600000US23960,ZCTA5 23960,688,203,208,157,120
8600000US23962,ZCTA5 23962,241,106,84,42,9
8600000US23963,ZCTA5 23963,33,0,22,11,0
8600000US23964,ZCTA5 23964,423,119,236,61,7
8600000US23966,ZCTA5 23966,799,165,344,101,189
8600000US23967,ZCTA5 23967,470,138,145,77,110
8600000US23968,ZCTA5 23968,322,122,80,49,71
8600000US23970,ZCTA5 23970,2873,987,983,370,533
8600000US23974,ZCTA5 23974,1693,484,639,264,306
8600000US23976,ZCTA5 23976,40,40,0,0,0
8600000US24011,ZCTA5 24011,293,200,66,12,15
8600000US24012,ZCTA5 24012,12297,3936,4314,1684,2363
8600000US24013,ZCTA5 24013,3100,1066,1074,396,564
8600000US24014,ZCTA5 24014,7782,2703,2906,1010,1163
8600000US24015,ZCTA5 24015,7025,2530,2632,1089,774
8600000US24016,ZCTA5 24016,4217,2418,905,548,346
8600000US24017,ZCTA5 24017,9267,3100,2744,1748,1675
8600000US24018,ZCTA5 24018,16182,4904,6169,2213,2896
8600000US24019,ZCTA5 24019,11046,3008,4207,1700,2131
8600000US24020,ZCTA5 24020,35,0,9,0,26
8600000US24053,ZCTA5 24053,1229,529,381,154,165
8600000US24054,ZCTA5 24054,2652,779,920,368,585
8600000US24055,ZCTA5 24055,5406,1363,2256,822,965
8600000US24058,ZCTA5 24058,81,15,29,21,16
8600000US24059,ZCTA5 24059,421,73,219,81,48
8600000US24060,ZCTA5 24060,18198,4809,6794,3206,3389
8600000US24064,ZCTA5 24064,1906,467,729,347,363
8600000US24065,ZCTA5 24065,2884,762,1247,500,375
8600000US24066,ZCTA5 24066,2176,591,989,277,319
8600000US24067,ZCTA5 24067,1023,230,411,217,165
8600000US24069,ZCTA5 24069,761,194,280,144,143
8600000US24070,ZCTA5 24070,562,112,212,91,147
8600000US24072,ZCTA5 24072,450,158,168,23,101
8600000US24073,ZCTA5 24073,13012,4277,4173,2218,2344
8600000US24076,ZCTA5 24076,429,101,212,53,63
8600000US24077,ZCTA5 24077,302,72,100,74,56
8600000US24078,ZCTA5 24078,2995,1033,896,508,558
8600000US24079,ZCTA5 24079,898,236,366,112,184
8600000US24082,ZCTA5 24082,156,22,32,82,20
8600000US24083,ZCTA5 24083,1310,434,428,224,224
8600000US24084,ZCTA5 24084,4351,1275,1764,630,682
8600000US24085,ZCTA5 24085,827,252,319,105,151
8600000US24086,ZCTA5 24086,153,64,89,0,0
8600000US24087,ZCTA5 24087,1539,238,605,219,477
8600000US24088,ZCTA5 24088,1712,450,725,213,324
8600000US24089,ZCTA5 24089,1246,368,413,308,157
8600000US24090,ZCTA5 24090,1885,376,773,376,360
8600000US24091,ZCTA5 24091,3070,891,1372,347,460
8600000US24092,ZCTA5 24092,1256,349,556,222,129
8600000US24093,ZCTA5 24093,82,21,39,19,3
8600000US24095,ZCTA5 24095,2048,484,946,271,347
8600000US24101,ZCTA5 24101,2553,544,1210,309,490
8600000US24102,ZCTA5 24102,595,180,243,81,91
8600000US24104,ZCTA5 24104,1396,378,587,159,272
8600000US24105,ZCTA5 24105,178,34,79,50,15
8600000US24112,ZCTA5 24112,13647,4517,5210,1696,2224
8600000US24120,ZCTA5 24120,628,247,211,65,105
8600000US24121,ZCTA5 24121,4570,980,2257,530,803
8600000US24122,ZCTA5 24122,676,191,266,104,115
8600000US24124,ZCTA5 24124,1849,486,703,258,402
8600000US24127,ZCTA5 24127,1864,704,640,384,136
8600000US24128,ZCTA5 24128,909,243,376,123,167
8600000US24130,ZCTA5 24130,11,0,11,0,0
8600000US24131,ZCTA5 24131,21,0,21,0,0
8600000US24132,ZCTA5 24132,292,107,88,72,25
8600000US24133,ZCTA5 24133,1098,310,501,134,153
8600000US24134,ZCTA5 24134,2032,544,797,309,382
8600000US24136,ZCTA5 24136,1397,383,549,191,274
8600000US24137,ZCTA5 24137,1252,363,545,109,235
8600000US24138,ZCTA5 24138,644,107,357,43,137
8600000US24139,ZCTA5 24139,217,71,83,50,13
8600000US24141,ZCTA5 24141,8792,2849,2893,1359,1691
8600000US24142,ZCTA5 24142,0,0,0,0,0
8600000US24147,ZCTA5 24147,553,182,152,72,147
