GEO_ID,NAME,S2501_C01_001E,S2501_C01_002EA,S2501_C01_003M,S2501_C01_004MA,S2501_C01_005EA
Geography,Zip code,Total estimate of occupied housing unit,One person,Two people,Three people,Four People
8600000US53179,ZCTA5 53179,2363,355,793,419,796
8600000US53181,ZCTA5 53181,2715,568,1076,395,676
8600000US53182,ZCTA5 53182,3321,760,1203,593,765
8600000US53183,ZCTA5 53183,1053,160,491,165,237
8600000US53184,ZCTA5 53184,1663,432,571,236,424
8600000US53185,ZCTA5 53185,7053,1228,2798,1198,1829
8600000US53186,ZCTA5 53186,13821,4670,4659,2198,2294
8600000US53188,ZCTA5 53188,14444,4163,5426,2060,2795
8600000US53189,ZCTA5 53189,9728,1622,3874,1727,2505
8600000US53190,ZCTA5 53190,6422,1868,2301,897,1356
8600000US53191,ZCTA5 53191,1194,362,460,137,235
8600000US53192,ZCTA5 53192,50,50,0,0,0
8600000US53195,ZCTA5 53195,55,28,13,0,14
8600000US53202,ZCTA5 53202,15338,9921,4557,656,204
8600000US53203,ZCTA5 53203,865,424,400,34,7
8600000US53204,ZCTA5 53204,13047,4296,2609,1785,4357
8600000US53205,ZCTA5 53205,3435,1187,819,596,833
8600000US53206,ZCTA5 53206,8239,2755,2076,1225,2183
8600000US53207,ZCTA5 53207,16525,5755,6001,2338,2431
8600000US53208,ZCTA5 53208,12304,4775,3471,1715,2343
8600000US53209,ZCTA5 53209,18339,6849,5296,2509,3685
8600000US53210,ZCTA5 53210,9703,2988,2765,1621,2329
8600000US53211,ZCTA5 53211,14322,4797,5229,2474,1822
8600000US53212,ZCTA5 53212,13146,5450,4015,1556,2125
8600000US53213,ZCTA5 53213,11519,3971,4030,1344,2174
8600000US53214,ZCTA5 53214,15823,6687,4747,1878,2511
8600000US53215,ZCTA5 53215,19329,4545,4520,3265,6999
8600000US53216,ZCTA5 53216,13196,4387,4157,2216,2436
8600000US53217,ZCTA5 53217,11668,3109,4433,1403,2723
8600000US53218,ZCTA5 53218,14029,3672,3760,2578,4019
8600000US53219,ZCTA5 53219,14963,5596,4680,2379,2308
8600000US53220,ZCTA5 53220,11557,4409,3948,1312,1888
8600000US53221,ZCTA5 53221,15883,5052,4728,2731,3372
8600000US53222,ZCTA5 53222,11372,4354,3488,1540,1990
8600000US53223,ZCTA5 53223,12623,4891,4099,1677,1956
8600000US53224,ZCTA5 53224,7743,2191,2282,1170,2100
8600000US53225,ZCTA5 53225,9706,2904,2831,1899,2072
8600000US53226,ZCTA5 53226,8271,2871,3122,1049,1229
8600000US53227,ZCTA5 53227,10976,4590,3373,1497,1516
8600000US53228,ZCTA5 53228,6354,2142,2281,736,1195
8600000US53233,ZCTA5 53233,4497,2613,956,550,378
8600000US53235,ZCTA5 53235,4537,2065,1600,457,415
8600000US53295,ZCTA5 53295,0,0,0,0,0
8600000US53402,ZCTA5 53402,13257,3706,4803,1984,2764
8600000US53403,ZCTA5 53403,10231,3205,3259,1507,2260
8600000US53404,ZCTA5 53404,5484,1521,1443,803,1717
8600000US53405,ZCTA5 53405,9815,2822,3183,1700,2110
8600000US53406,ZCTA5 53406,11050,2959,4526,1532,2033
8600000US53501,ZCTA5 53501,65,0,0,0,65
8600000US53502,ZCTA5 53502,1003,308,351,117,227
8600000US53503,ZCTA5 53503,811,192,340,95,184
8600000US53504,ZCTA5 53504,818,203,326,122,167
8600000US53505,ZCTA5 53505,169,46,48,19,56
8600000US53506,ZCTA5 53506,437,115,187,61,74
8600000US53507,ZCTA5 53507,858,185,299,115,259
8600000US53508,ZCTA5 53508,2068,364,859,341,504
8600000US53510,ZCTA5 53510,591,160,235,56,140
8600000US53511,ZCTA5 53511,18895,5502,6646,2423,4324
8600000US53515,ZCTA5 53515,955,279,391,143,142
8600000US53516,ZCTA5 53516,927,177,394,142,214
8600000US53517,ZCTA5 53517,704,144,293,116,151
8600000US53518,ZCTA5 53518,599,180,246,48,125
8600000US53520,ZCTA5 53520,2625,734,1044,381,466
8600000US53521,ZCTA5 53521,1464,266,615,251,332
8600000US53522,ZCTA5 53522,434,97,188,53,96
8600000US53523,ZCTA5 53523,2033,519,862,276,376
8600000US53525,ZCTA5 53525,1485,351,546,234,354
8600000US53526,ZCTA5 53526,253,68,98,26,61
8600000US53527,ZCTA5 53527,3795,604,1277,728,1186
8600000US53528,ZCTA5 53528,2335,444,990,310,591
8600000US53529,ZCTA5 53529,801,186,282,131,202
8600000US53530,ZCTA5 53530,1820,557,639,221,403
8600000US53531,ZCTA5 53531,1679,319,602,366,392
8600000US53532,ZCTA5 53532,5490,1041,1935,1028,1486
8600000US53533,ZCTA5 53533,2959,727,1199,429,604
8600000US53534,ZCTA5 53534,4900,1265,2020,629,986
8600000US53536,ZCTA5 53536,3449,975,1137,462,875
8600000US53537,ZCTA5 53537,292,72,138,27,55
8600000US53538,ZCTA5 53538,7513,1959,2836,1173,1545
8600000US53540,ZCTA5 53540,116,44,26,24,22
8600000US53541,ZCTA5 53541,368,93,163,41,71
8600000US53543,ZCTA5 53543,724,168,324,85,147
8600000US53544,ZCTA5 53544,291,50,140,56,45
8600000US53545,ZCTA5 53545,9796,3059,3789,1348,1600
8600000US53546,ZCTA5 53546,12500,3408,4271,2200,2621
8600000US53548,ZCTA5 53548,7569,2316,2723,942,1588
8600000US53549,ZCTA5 53549,4079,1083,1534,638,824
8600000US53550,ZCTA5 53550,414,60,179,89,86
8600000US53551,ZCTA5 53551,3405,735,1378,518,774
8600000US53553,ZCTA5 53553,220,65,66,45,44
8600000US53554,ZCTA5 53554,414,73,156,64,121
8600000US53555,ZCTA5 53555,3512,811,1477,497,727
8600000US53556,ZCTA5 53556,1138,299,514,150,175
8600000US53557,ZCTA5 53557,156,47,71,20,18
8600000US53558,ZCTA5 53558,4638,1003,1894,649,1092
8600000US53559,ZCTA5 53559,2229,353,932,372,572
8600000US53560,ZCTA5 53560,1496,332,644,231,289
8600000US53561,ZCTA5 53561,800,227,382,68,123
8600000US53562,ZCTA5 53562,10978,3136,4217,1687,1938
8600000US53563,ZCTA5 53563,4314,1002,1520,821,971
8600000US53565,ZCTA5 53565,2058,608,776,263,411
8600000US53566,ZCTA5 53566,6492,1996,2522,873,1101
8600000US53569,ZCTA5 53569,488,99,187,65,137
8600000US53570,ZCTA5 53570,1126,315,452,151,208
8600000US53571,ZCTA5 53571,98,14,44,0,40
8600000US53572,ZCTA5 53572,4089,1093,1370,492,1134
8600000US53573,ZCTA5 53573,1291,370,520,161,240
8600000US53574,ZCTA5 53574,1499,346,584,238,331
8600000US53575,ZCTA5 53575,5907,1286,2335,780,1506
8600000US53576,ZCTA5 53576,904,213,295,188,208
8600000US53577,ZCTA5 53577,581,154,225,76,126
8600000US53578,ZCTA5 53578,2570,705,879,306,680
8600000US53579,ZCTA5 53579,714,193,251,107,163
8600000US53580,ZCTA5 53580,209,37,85,37,50
8600000US53581,ZCTA5 53581,4438,1419,1669,471,879
8600000US53582,ZCTA5 53582,465,111,198,56,100
8600000US53583,ZCTA5 53583,2301,638,868,329,466
8600000US53585,ZCTA5 53585,883,210,291,161,221
8600000US53586,ZCTA5 53586,920,246,378,103,193
8600000US53587,ZCTA5 53587,502,135,215,46,106
8600000US53588,ZCTA5 53588,1749,533,729,248,239
8600000US53589,ZCTA5 53589,7913,1933,3065,1211,1704
8600000US53590,ZCTA5 53590,15350,4264,5101,2407,3578
8600000US53593,ZCTA5 53593,8837,2227,2897,1442,2271
8600000US53594,ZCTA5 53594,2123,599,816,271,437
8600000US53597,ZCTA5 53597,6944,1568,2306,1055,2015
8600000US53598,ZCTA5 53598,1008,298,332,140,238
8600000US53599,ZCTA5 53599,23,7,7,0,9
8600000US53702,ZCTA5 53702,13,0,13,0,0
8600000US53703,ZCTA5 53703,15383,7487,4868,1641,1387
8600000US53704,ZCTA5 53704,20525,7225,7507,2919,2874
8600000US53705,ZCTA5 53705,11818,3951,4862,1382,1623
8600000US53706,ZCTA5 53706,112,11,29,36,36
8600000US53711,ZCTA5 53711,20204,5609,8413,2688,3494
8600000US53713,ZCTA5 53713,9963,3610,3338,1260,1755
8600000US53714,ZCTA5 53714,7369,2453,2644,976,1296
8600000US53715,ZCTA5 53715,5296,1896,1366,815,1219
8600000US53716,ZCTA5 53716,8086,2460,3266,1051,1309
8600000US53717,ZCTA5 53717,6174,2198,2475,765,736
8600000US53718,ZCTA5 53718,5742,1886,2376,701,779
8600000US53719,ZCTA5 53719,13849,4372,5063,1968,2446
8600000US53726,ZCTA5 53726,2387,878,735,341,433
8600000US53792,ZCTA5 53792,0,0,0,0,0
8600000US53801,ZCTA5 53801,378,101,161,40,76
8600000US53802,ZCTA5 53802,21,15,6,0,0
8600000US53803,ZCTA5 53803,513,147,184,87,95
8600000US53804,ZCTA5 53804,526,143,204,65,114
8600000US53805,ZCTA5 53805,2106,653,812,287,354
8600000US53806,ZCTA5 53806,734,201,316,88,129
8600000US53807,ZCTA5 53807,1884,508,713,264,399
8600000US53808,ZCTA5 53808,485,126,213,47,99
8600000US53809,ZCTA5 53809,1566,349,593,222,402
8600000US53810,ZCTA5 53810,152,32,64,24,32
8600000US53811,ZCTA5 53811,1255,343,476,188,248
8600000US53813,ZCTA5 53813,2335,730,922,187,496
8600000US53816,ZCTA5 53816,271,56,97,43,75
8600000US53817,ZCTA5 53817,69,22,30,8,9
8600000US53818,ZCTA5 53818,5347,1548,1960,725,1114
8600000US53820,ZCTA5 53820,981,278,404,119,180
8600000US53821,ZCTA5 53821,3371,1235,1195,404,537
8600000US53825,ZCTA5 53825,176,41,42,57,36
8600000US53826,ZCTA5 53826,459,131,177,60,91
8600000US53827,ZCTA5 53827,92,24,29,15,24
8600000US53901,ZCTA5 53901,6070,2043,2217,782,1028
8600000US53910,ZCTA5 53910,1422,521,602,137,162
8600000US53911,ZCTA5 53911,514,118,186,87,123
8600000US53913,ZCTA5 53913,8643,2612,3610,1019,1402
8600000US53916,ZCTA5 53916,9246,2794,3504,1172,1776
8600000US53919,ZCTA5 53919,1008,216,377,172,243
8600000US53920,ZCTA5 53920,185,74,75,10,26
8600000US53922,ZCTA5 53922,384,92,159,58,75
8600000US53923,ZCTA5 53923,729,167,260,115,187
8600000US53924,ZCTA5 53924,586,153,231,82,120
8600000US53925,ZCTA5 53925,3198,794,1317,424,663
8600000US53926,ZCTA5 53926,493,103,177,63,150
8600000US53928,ZCTA5 53928,46,9,15,5,17
8600000US53929,ZCTA5 53929,1058,339,413,80,226
8600000US53930,ZCTA5 53930,505,152,166,87,100
8600000US53931,ZCTA5 53931,92,18,42,10,22
8600000US53932,ZCTA5 53932,978,250,360,139,229
8600000US53933,ZCTA5 53933,1256,339,548,130,239
8600000US53934,ZCTA5 53934,1819,579,833,172,235
8600000US53935,ZCTA5 53935,117,21,42,28,26
8600000US53936,ZCTA5 53936,586,135,264,74,113
8600000US53937,ZCTA5 53937,358,74,119,53,112
8600000US53939,ZCTA5 53939,111,32,37,30,12
8600000US53941,ZCTA5 53941,1180,290,525,113,252
8600000US53943,ZCTA5 53943,392,89,137,62,104
8600000US53944,ZCTA5 53944,821,245,310,126,140
8600000US53946,ZCTA5 53946,1786,483,684,259,360
8600000US53947,ZCTA5 53947,78,37,29,2,10
8600000US53948,ZCTA5 53948,3205,1003,1256,369,577
8600000US53949,ZCTA5 53949,2591,821,1132,304,334
8600000US53950,ZCTA5 53950,1915,555,760,253,347
8600000US53951,ZCTA5 53951,897,230,347,117,203
8600000US53952,ZCTA5 53952,1324,327,612,221,164
8600000US53953,ZCTA5 53953,103,49,34,0,20
8600000US53954,ZCTA5 53954,2844,625,1261,389,569
8600000US53955,ZCTA5 53955,2397,629,964,326,478
8600000US53956,ZCTA5 53956,1292,328,533,141,290
8600000US53959,ZCTA5 53959,5329,1260,1950,841,1278
8600000US53960,ZCTA5 53960,1429,300,597,203,329
8600000US53961,ZCTA5 53961,319,60,144,42,73
8600000US53963,ZCTA5 53963,4877,1381,1738,695,1063
8600000US53964,ZCTA5 53964,1417,393,536,132,356
8600000US53965,ZCTA5 53965,4265,1219,1848,428,770
8600000US53968,ZCTA5 53968,959,324,335,96,204
8600000US53969,ZCTA5 53969,114,38,41,12,23
8600000US54001,ZCTA5 54001,3208,835,1312,467,594
8600000US54002,ZCTA5 54002,2590,673,960,379,578
8600000US54003,ZCTA5 54003,343,69,159,40,75
8600000US54004,ZCTA5 54004,941,191,379,138,233
8600000US54005,ZCTA5 54005,1274,336,473,190,275
8600000US54006,ZCTA5 54006,301,91,127,31,52
8600000US54007,ZCTA5 54007,484,128,168,76,112
8600000US54009,ZCTA5 54009,1006,218,400,148,240
8600000US54010,ZCTA5 54010,16,8,0,8,0
8600000US54011,ZCTA5 54011,2599,580,1099,329,591
8600000US54013,ZCTA5 54013,1339,345,524,186,284
8600000US54014,ZCTA5 54014,856,161,408,124,163
8600000US54015,ZCTA5 54015,1322,252,512,184,374
8600000US54016,ZCTA5 54016,12137,2509,4546,2078,3004
8600000US54017,ZCTA5 54017,6552,1406,2280,1225,1641
8600000US54020,ZCTA5 54020,2794,657,1050,456,631
8600000US54021,ZCTA5 54021,2514,519,1052,338,605
8600000US54022,ZCTA5 54022,8211,2058,3188,1209,1756
8600000US54023,ZCTA5 54023,1492,266,593,238,395
8600000US54024,ZCTA5 54024,2112,653,850,255,354
8600000US54025,ZCTA5 54025,2651,561,811,469,810
8600000US54026,ZCTA5 54026,770,203,261,119,187
8600000US54027,ZCTA5 54027,351,64,138,64,85
8600000US54028,ZCTA5 54028,920,218,388,112,202
8600000US54082,ZCTA5 54082,511,51,196,114,150
8600000US54101,ZCTA5 54101,1067,212,473,154,228
8600000US54102,ZCTA5 54102,425,183,182,27,33
8600000US54103,ZCTA5 54103,205,66,89,15,35
8600000US54104,ZCTA5 54104,569,157,328,47,37
8600000US54106,ZCTA5 54106,2024,407,727,349,541
8600000US54107,ZCTA5 54107,1373,334,551,150,338
8600000US54110,ZCTA5 54110,2051,397,766,301,587
8600000US54111,ZCTA5 54111,942,171,474,143,154
8600000US54112,ZCTA5 54112,1045,320,430,111,184
8600000US54113,ZCTA5 54113,1378,254,590,217,317
8600000US54114,ZCTA5 54114,2435,745,1138,220,332
8600000US54115,ZCTA5 54115,17173,4285,5923,2807,4158
8600000US54119,ZCTA5 54119,241,66,114,26,35
8600000US54120,ZCTA5 54120,110,23,65,14,8
8600000US54121,ZCTA5 54121,1391,421,576,176,218
8600000US54123,ZCTA5 54123,103,28,46,7,22
8600000US54124,ZCTA5 54124,1528,442,630,201,255
8600000US54125,ZCTA5 54125,276,86,145,33,12
8600000US54126,ZCTA5 54126,1400,250,515,197,438
8600000US54127,ZCTA5 54127,20,5,3,0,12
8600000US54128,ZCTA5 54128,639,161,249,120,109
8600000US54129,ZCTA5 54129,1386,368,662,110,246
8600000US54130,ZCTA5 54130,10193,2464,3797,1595,2337
8600000US54135,ZCTA5 54135,987,224,293,182,288
8600000US54136,ZCTA5 54136,2710,752,1091,439,428
8600000US54137,ZCTA5 54137,472,143,194,57,78
8600000US54138,ZCTA5 54138,421,110,257,31,23
8600000US54139,ZCTA5 54139,1245,253,522,157,313
8600000US54140,ZCTA5 54140,3897,1102,1315,677,803
8600000US54141,ZCTA5 54141,853,135,355,152,211
8600000US54143,ZCTA5 54143,6888,2404,2677,737,1070
8600000US54149,ZCTA5 54149,611,190,292,73,56
8600000US54150,ZCTA5 54150,353,75,57,81,140
8600000US54151,ZCTA5 54151,1507,389,713,124,281
8600000US54153,ZCTA5 54153,2933,874,1133,424,502
8600000US54154,ZCTA5 54154,2374,618,920,424,412
8600000US54155,ZCTA5 54155,2629,624,1119,224,662
8600000US54156,ZCTA5 54156,705,231,274,87,113
8600000US54157,ZCTA5 54157,2353,714,858,356,425
8600000US54159,ZCTA5 54159,619,161,298,79,81
8600000US54160,ZCTA5 54160,105,18,38,14,35
8600000US54161,ZCTA5 54161,1247,332,535,135,245
8600000US54162,ZCTA5 54162,3435,761,1216,646,812
8600000US54165,ZCTA5 54165,3066,712,1169,531,654
8600000US54166,ZCTA5 54166,7336,2524,2799,888,1125
8600000US54169,ZCTA5 54169,1052,152,466,140,294
8600000US54170,ZCTA5 54170,1358,309,602,183,264
8600000US54171,ZCTA5 54171,1332,182,479,249,422
8600000US54173,ZCTA5 54173,1649,242,781,297,329
8600000US54174,ZCTA5 54174,1294,373,557,172,192
8600000US54175,ZCTA5 54175,477,141,272,15,49
8600000US54177,ZCTA5 54177,1429,499,609,141,180
8600000US54180,ZCTA5 54180,1255,278,367,213,397
8600000US54201,ZCTA5 54201,2199,674,843,288,394
8600000US54202,ZCTA5 54202,695,260,332,47,56
8600000US54204,ZCTA5 54204,728,147,351,110,120
8600000US54205,ZCTA5 54205,775,158,335,132,150
8600000US54207,ZCTA5 54207,64,8,28,14,14
8600000US54208,ZCTA5 54208,2357,493,914,364,586
8600000US54209,ZCTA5 54209,610,137,336,58,79
8600000US54210,ZCTA5 54210,426,109,207,53,57
8600000US54211,ZCTA5 54211,140,39,71,17,13
8600000US54212,ZCTA5 54212,491,86,309,31,65
8600000US54213,ZCTA5 54213,534,87,207,113,127
8600000US54214,ZCTA5 54214,110,32,46,18,14
8600000US54216,ZCTA5 54216,2718,858,1035,376,449
8600000US54217,ZCTA5 54217,2793,563,1129,398,703
8600000US54220,ZCTA5 54220,17063,5965,6001,2113,2984
8600000US54227,ZCTA5 54227,602,106,268,70,158
8600000US54228,ZCTA5 54228,1087,275,396,198,218
8600000US54229,ZCTA5 54229,1783,277,800,269,437
8600000US54230,ZCTA5 54230,1807,391,806,222,388
8600000US54232,ZCTA5 54232,350,115,100,24,111
8600000US54234,ZCTA5 54234,809,247,431,95,36
8600000US54235,ZCTA5 54235,8064,2244,3588,1066,1166
8600000US54241,ZCTA5 54241,6504,2296,2393,801,1014
8600000US54245,ZCTA5 54245,884,215,381,113,175
8600000US54246,ZCTA5 54246,399,97,234,31,37
8600000US54247,ZCTA5 54247,918,212,433,111,162
8600000US54301,ZCTA5 54301,9207,2784,3457,1246,1720
8600000US54302,ZCTA5 54302,12914,4463,3880,1580,2991
8600000US54303,ZCTA5 54303,11946,4362,3777,1468,2339
8600000US54304,ZCTA5 54304,12479,4503,4490,1556,1930
8600000US54307,ZCTA5 54307,0,0,0,0,0
8600000US54311,ZCTA5 54311,13398,3641,5114,1740,2903
8600000US54313,ZCTA5 54313,14440,2574,5930,2330,3606
8600000US54401,ZCTA5 54401,13147,4413,4969,1419,2346
8600000US54403,ZCTA5 54403,10472,3411,3842,1278,1941
8600000US54405,ZCTA5 54405,1122,254,405,214,249
8600000US54406,ZCTA5 54406,1340,316,575,143,306
8600000US54407,ZCTA5 54407,604,130,256,67,151
8600000US54408,ZCTA5 54408,439,128,185,58,68
8600000US54409,ZCTA5 54409,5732,2009,2072,771,880
8600000US54410,ZCTA5 54410,829,154,325,96,254
8600000US54411,ZCTA5 54411,1894,381,665,317,531
8600000US54412,ZCTA5 54412,840,220,346,116,158
8600000US54413,ZCTA5 54413,70,29,29,3,9
8600000US54414,ZCTA5 54414,1259,302,507,176,274
8600000US54416,ZCTA5 54416,683,193,233,101,156
8600000US54417,ZCTA5 54417,18,2,12,4,0
8600000US54418,ZCTA5 54418,396,73,206,50,67
8600000US54420,ZCTA5 54420,465,88,183,91,103
8600000US54421,ZCTA5 54421,1249,301,499,157,292
8600000US54422,ZCTA5 54422,377,69,101,51,156
8600000US54423,ZCTA5 54423,860,122,426,116,196
8600000US54424,ZCTA5 54424,725,158,354,115,98
8600000US54425,ZCTA5 54425,785,187,256,113,229
8600000US54426,ZCTA5 54426,1612,284,595,249,484
8600000US54427,ZCTA5 54427,477,119,188,65,105
8600000US54428,ZCTA5 54428,464,158,216,55,35
8600000US54430,ZCTA5 54430,54,11,27,8,8
8600000US54433,ZCTA5 54433,723,223,259,70,171
8600000US54435,ZCTA5 54435,945,206,482,118,139
8600000US54436,ZCTA5 54436,775,189,270,131,185
8600000US54437,ZCTA5 54437,1100,272,410,131,287
8600000US54440,ZCTA5 54440,1212,257,520,212,223
8600000US54441,ZCTA5 54441,323,49,122,64,88
8600000US54442,ZCTA5 54442,417,96,210,46,65
8600000US54443,ZCTA5 54443,896,210,393,97,196
8600000US54446,ZCTA5 54446,1134,250,432,161,291
8600000US54447,ZCTA5 54447,214,78,75,34,27
8600000US54448,ZCTA5 54448,1657,332,700,233,392
8600000US54449,ZCTA5 54449,11526,3772,4522,1182,2050
8600000US54450,ZCTA5 54450,164,31,61,24,48
8600000US54451,ZCTA5 54451,5084,1487,1865,703,1029
8600000US54452,ZCTA5 54452,8140,2063,3432,1128,1517
8600000US54454,ZCTA5 54454,539,133,186,88,132
8600000US54455,ZCTA5 54455,6932,1366,2892,1165,1509
8600000US54456,ZCTA5 54456,2553,810,973,283,487
8600000US54457,ZCTA5 54457,3571,1054,1536,353,628
8600000US54458,ZCTA5 54458,37,13,10,10,4
8600000US54459,ZCTA5 54459,528,147,233,77,71
8600000US54460,ZCTA5 54460,983,312,355,93,223
8600000US54462,ZCTA5 54462,172,62,83,17,10
8600000US54463,ZCTA5 54463,259,69,129,37,24
8600000US54465,ZCTA5 54465,299,110,163,8,18
8600000US54466,ZCTA5 54466,1194,318,516,155,205
8600000US54467,ZCTA5 54467,5649,1472,2197,817,1163
8600000US54469,ZCTA5 54469,681,215,281,67,118
8600000US54470,ZCTA5 54470,905,256,347,93,209
8600000US54471,ZCTA5 54471,696,85,338,107,166
8600000US54473,ZCTA5 54473,1106,257,492,112,245
8600000US54474,ZCTA5 54474,1678,504,687,250,237
8600000US54475,ZCTA5 54475,682,141,327,89,125
8600000US54476,ZCTA5 54476,7553,1896,2943,1144,1570
8600000US54479,ZCTA5 54479,1468,388,497,227,356
8600000US54480,ZCTA5 54480,577,143,219,75,140
8600000US54481,ZCTA5 54481,11525,3885,4257,1686,1697
8600000US54482,ZCTA5 54482,3809,902,1666,478,763
8600000US54484,ZCTA5 54484,1963,449,787,273,454
8600000US54485,ZCTA5 54485,146,41,70,23,12
8600000US54486,ZCTA5 54486,1006,288,440,149,129
8600000US54487,ZCTA5 54487,4467,1305,2036,518,608
8600000US54488,ZCTA5 54488,463,92,193,62,116
8600000US54489,ZCTA5 54489,654,183,255,69,147
8600000US54490,ZCTA5 54490,365,96,169,41,59
8600000US54491,ZCTA5 54491,756,274,353,64,65
8600000US54493,ZCTA5 54493,265,71,116,20,58
8600000US54494,ZCTA5 54494,11741,3531,4899,1687,1624
8600000US54495,ZCTA5 54495,3446,1174,1251,432,589
8600000US54498,ZCTA5 54498,881,197,318,138,228
8600000US54499,ZCTA5 54499,1209,342,511,138,218
8600000US54501,ZCTA5 54501,8224,2473,3345,1210,1196
8600000US54511,ZCTA5 54511,554,131,207,108,108
8600000US54512,ZCTA5 54512,427,128,242,28,29
8600000US54513,ZCTA5 54513,200,55,100,18,27
8600000US54514,ZCTA5 54514,841,223,416,109,93
8600000US54515,ZCTA5 54515,214,63,102,33,16
8600000US54517,ZCTA5 54517,43,12,27,4,0
8600000US54519,ZCTA5 54519,627,159,302,103,63
8600000US54520,ZCTA5 54520,1939,590,767,236,346
8600000US54521,ZCTA5 54521,3804,1130,1809,413,452
8600000US54524,ZCTA5 54524,361,37,214,72,38
8600000US54525,ZCTA5 54525,119,54,41,4,20
8600000US54526,ZCTA5 54526,355,106,121,56,72
8600000US54527,ZCTA5 54527,461,169,175,77,40
8600000US54529,ZCTA5 54529,479,82,280,61,56
8600000US54530,ZCTA5 54530,359,113,168,39,39
8600000US54531,ZCTA5 54531,580,144,282,88,66
8600000US54534,ZCTA5 54534,1150,458,435,105,152
8600000US54536,ZCTA5 54536,103,36,38,20,9
8600000US54537,ZCTA5 54537,213,58,95,27,33
8600000US54538,ZCTA5 54538,1509,588,627,164,130
8600000US54539,ZCTA5 54539,564,191,314,24,35
8600000US54540,ZCTA5 54540,463,151,215,51,46
8600000US54541,ZCTA5 54541,481,127,179,80,95
8600000US54542,ZCTA5 54542,219,89,103,20,7
8600000US54545,ZCTA5 54545,481,142,284,29,26
8600000US54546,ZCTA5 54546,535,179,193,92,71
8600000US54547,ZCTA5 54547,792,263,361,58,110
8600000US54548,ZCTA5 54548,2120,623,1138,121,238
8600000US54550,ZCTA5 54550,274,75,88,38,73
8600000US54552,ZCTA5 54552,2060,669,884,271,236
8600000US54554,ZCTA5 54554,495,162,240,38,55
8600000US54555,ZCTA5 54555,2309,717,1053,261,278
8600000US54556,ZCTA5 54556,582,221,202,62,97
8600000US54557,ZCTA5 54557,471,129,273,15,54
8600000US54558,ZCTA5 54558,997,330,457,79,131
8600000US54559,ZCTA5 54559,344,81,131,61,71
8600000US54560,ZCTA5 54560,285,61,158,47,19
8600000US54561,ZCTA5 54561,6,6,0,0,0
8600000US54562,ZCTA5 54562,855,244,515,43,53
8600000US54563,ZCTA5 54563,311,75,157,25,54
8600000US54564,ZCTA5 54564,196,60,100,15,21
8600000US54565,ZCTA5 54565,33,15,10,1,7
8600000US54566,ZCTA5 54566,590,189,245,53,103
8600000US54568,ZCTA5 54568,2357,894,935,238,290
8600000US54601,ZCTA5 54601,20046,6526,7502,2241,3777
8600000US54603,ZCTA5 54603,6352,1968,2210,1249,925
8600000US54610,ZCTA5 54610,713,202,317,83,111
8600000US54611,ZCTA5 54611,489,122,162,66,139
8600000US54612,ZCTA5 54612,1905,531,618,265,491
8600000US54613,ZCTA5 54613,809,313,369,74,53
8600000US54614,ZCTA5 54614,1116,268,478,161,209
8600000US54615,ZCTA5 54615,4031,1189,1474,532,836
8600000US54616,ZCTA5 54616,989,299,332,163,195
8600000US54618,ZCTA5 54618,796,170,313,107,206
8600000US54619,ZCTA5 54619,1196,247,419,163,367
8600000US54621,ZCTA5 54621,517,111,215,76,115
8600000US54622,ZCTA5 54622,896,239,392,86,179
8600000US54623,ZCTA5 54623,816,192,333,138,153
8600000US54624,ZCTA5 54624,649,195,292,59,103
8600000US54625,ZCTA5 54625,122,51,45,3,23
8600000US54626,ZCTA5 54626,536,159,196,78,103
8600000US54627,ZCTA5 54627,748,209,309,92,138
8600000US54628,ZCTA5 54628,426,103,219,56,48
8600000US54629,ZCTA5 54629,1117,271,488,150,208
8600000US54630,ZCTA5 54630,1683,457,654,294,278
8600000US54631,ZCTA5 54631,706,219,291,82,114
8600000US54632,ZCTA5 54632,469,99,256,40,74
8600000US54634,ZCTA5 54634,1692,425,668,186,413
8600000US54635,ZCTA5 54635,787,200,345,127,115
8600000US54636,ZCTA5 54636,5256,986,1722,752,1796
8600000US54637,ZCTA5 54637,94,41,32,14,7
8600000US54638,ZCTA5 54638,575,129,252,72,122
8600000US54639,ZCTA5 54639,967,269,372,122,204
8600000US54641,ZCTA5 54641,1,0,1,0,0
8600000US54642,ZCTA5 54642,817,192,307,111,207
8600000US54643,ZCTA5 54643,0,0,0,0,0
8600000US54644,ZCTA5 54644,572,114,220,24,214
8600000US54645,ZCTA5 54645,31,18,9,4,0
8600000US54646,ZCTA5 54646,1601,430,700,185,286
8600000US54648,ZCTA5 54648,577,129,181,102,165
8600000US54650,ZCTA5 54650,9827,2508,4024,1417,1878
8600000US54651,ZCTA5 54651,532,141,215,39,137
8600000US54652,ZCTA5 54652,383,116,136,51,80
8600000US54653,ZCTA5 54653,311,57,106,54,94
8600000US54654,ZCTA5 54654,46,17,21,2,6
8600000US54655,ZCTA5 54655,698,191,285,73,149
8600000US54656,ZCTA5 54656,7266,2093,2756,1268,1149
8600000US54657,ZCTA5 54657,146,30,72,19,25
8600000US54658,ZCTA5 54658,1087,299,443,163,182
8600000US54659,ZCTA5 54659,553,174,204,61,114
8600000US54660,ZCTA5 54660,6403,2078,2013,899,1413
8600000US54661,ZCTA5 54661,1583,477,602,179,325
8600000US54664,ZCTA5 54664,638,143,271,86,138
